,Stn ID,Stn Name,Elev,Lat,Long,Mdl,Tmp,RH,Wind,PPT,ERC,BI,SC,KBDI,HUN,THOU,TEN,STL,ADJ,IC,State,Elev_standard,Tmp_standard,RH_standard,Wind_standard,PPT_standard,BI_standard,Long_adj,Agglo_clusters,posterior_clusters
0,418402,LA SALLE CO. APT.,476,28.4,99.2,8G,94,49,5,0.0,34,30,4,468,15,18,8,2,L,19,Texas,-0.9148211243611584,0.44615384615384635,-0.020000000000000018,-0.6428571428571429,-1.0,-0.325860875101259,-99.2,2,C0
0,40728,BULL FLAT,4395,40.4,120.1,7T,91,7,10,0.0,23,78,52,455,5,5,2,4,V,72,California,-0.21205056935353717,0.3538461538461539,-0.86,-0.2857142857142858,-1.0,1.183930864950229,-120.1,0,C0
0,311340,TRI-COUNTY AIRPORT,68,36.2,-77.1,7G,80,81,4,0.25,9,15,4,137,22,25,16,,,4,North Carolina,-0.9879852954362055,0.01538461538461533,0.6200000000000001,-0.7142857142857143,-0.8567335243553009,-0.797670793867349,-77.1,1,C0
0,245412,ANTELOPE,6070,44.6,112.5,7T,75,26,9,0.0,17,62,42,187,8,8,5,4,H,42,Montana,0.08831704474132529,-0.1384615384615384,-0.48,-0.3571428571428572,-1.0,0.680666951599733,-112.5,0,C0
0,82201,SANBORN,74,30.0,84.5,8D,83,86,2,0.0,40,43,8,693,17,18,18,3,M,1,Florida,-0.9869093517439254,0.10769230769230775,0.72,-0.8571428571428572,-1.0,0.08304105449601902,-84.5,1,C0
0,44207,BATTERSON,3176,37.3,119.6,7B,96,14,3,0.0,95,123,34,746,5,6,3,3,H,66,California,-0.43064646283511165,0.5076923076923077,-0.72,-0.7857142857142857,-1.0,2.5993606212484988,-119.6,0,C1
0,42802,MARKLEEVILLE,5501,38.6,119.7,7G,91,13,9,0.0,85,79,14,490,6,7,3,3,H,59,California,-0.013718282076571331,0.3538461538461539,-0.74,-0.3571428571428572,-1.0,1.215384859534635,-119.7,0,C0
0,55711,SAN JUAN PORTABLE,6420,37.4,108.8,7G,84,15,6,0.0,74,61,9,373,8,8,4,3,H,51,Colorado,0.15108042679099798,0.1384615384615384,-0.7,-0.5714285714285714,-1.0,0.649212957015327,-108.8,0,C0
0,21007,MULE SHOE,4560,32.4,110.2,7G,91,32,12,0.0,58,68,15,433,10,11,6,3,M,44,Arizona,-0.18246211781583432,0.3538461538461539,-0.36,-0.1428571428571429,-1.0,0.869390919106169,-110.2,0,C0
0,80202,NAVAL LIVE OAKS,15,30.3,87.1,8D,81,80,4,1.38,2,0,0,178,21,22,35,1,L,0,Florida,-0.997489464718013,0.04615384615384599,0.6000000000000001,-0.7142857142857143,-0.20916905444126088,-1.2694807126334389,-87.1,1,C0
0,13001,EUTAW,372,32.9,-87.8,7G,86,70,2,0.3,26,19,2,625,17,18,14,3,M,4,Alabama,-0.9334708150273469,0.20000000000000018,0.40000000000000013,-0.8571428571428572,-0.828080229226361,-0.6718548155297249,-87.8,1,C0
0,351001,PATJENS,2230,45.3,120.9,7C,89,21,8,0.0,20,43,16,578,5,6,4,5,V,50,Oregon,-0.6002869183179413,0.29230769230769216,-0.5800000000000001,-0.4285714285714286,-1.0,0.08304105449601902,-120.9,0,C0
0,12701,TALLGA,600,33.4,86.0,7G,86,62,5,0.03,23,22,3,525,17,20,11,3-,M,9,Alabama,-0.892584954720703,0.20000000000000018,0.24,-0.6428571428571429,-0.9828080229226361,-0.577492831776507,-86.0,1,C0
0,240601,ROCKY BOY,3800,48.2,109.7,7G,71,32,6,0.0,59,58,10,371,9,11,7,4,H,28,Montana,-0.3187483188379808,-0.2615384615384615,-0.36,-0.5714285714285714,-1.0,0.554850973262109,-109.7,0,C0
0,411401,GILMER,500,32.7,94.9,8G,94,47,10,0.0,42,48,10,680,13,16,8,4,H,26,Texas,-0.910517349592038,0.44615384615384635,-0.05999999999999994,-0.2857142857142858,-1.0,0.24031102741804902,-94.9,2,C0
0,101805,LITTLE CREEK,4575,44.7,114.9,7H,89,14,4,0.0,48,31,3,308,6,6,4,1,L,54,Idaho,-0.17977225858513401,0.29230769230769216,-0.72,-0.7142857142857143,-1.0,-0.294406880516853,-114.9,0,C0
0,101019,HELLS HALF ACRE,8116,45.6,114.6,7G,72,18,6,0.0,76,83,18,188,8,8,5,5,V,53,Idaho,0.45521384380884067,-0.23076923076923084,-0.64,-0.5714285714285714,-1.0,1.341200837872259,-114.6,0,C0
0,336001,BLUE ROCK,641,40.0,82.0,8R,82,56,2,0.03,8,9,1,436,22,29,12,2,L,8,Ohio,-0.8852326728234555,0.07692307692307665,0.1200000000000001,-0.8571428571428572,-0.9828080229226361,-0.9863947613737849,-82.0,1,C0
0,101804,COPPER BASIN,7853,43.8,113.8,7G,71,28,12,0.0,59,68,15,159,11,10,6,1,L,37,Idaho,0.40805164529722937,-0.2615384615384615,-0.43999999999999995,-0.1428571428571429,-1.0,0.869390919106169,-113.8,0,C0
0,310302,PILOT MOUNTAIN,1008,36.3,-80.4,7G,89,57,3,0.1,24,17,2,579,17,19,11,3,M,7,North Carolina,-0.8194207836456558,0.29230769230769216,0.14000000000000012,-0.7857142857142857,-0.9426934097421203,-0.7347628046985369,-80.4,1,C0
0,44110,MIAMI,4267,37.4,119.7,7B,88,18,6,0.0,84,156,64,651,5,6,4,3,H,75,California,-0.23500403478884602,0.2615384615384615,-0.64,-0.5714285714285714,-1.0,3.6373424425338965,-119.7,0,C1
0,314340,HICKORY AIRPORT,1189,35.7,-81.3,7G,82,69,3,0.02,20,21,3,275,18,22,12,2,L,9,North Carolina,-0.7869631489285394,0.07692307692307665,0.3800000000000001,-0.7857142857142857,-0.9885386819484241,-0.6089468263609129,-81.3,1,C0
0,464203,MARLINTON,3082,38.2,80.0,8E,75,71,1,0.0,14,20,5,78,21,25,14,2,L,5,West Virginia,-0.44750291401416653,-0.1384615384615384,0.41999999999999993,-0.9285714285714286,-1.0,-0.6404008209453189,-80.0,1,C0
0,300712,USMA,922,41.3,74.0,7R,73,64,2,0.16,4,2,0,86,20,26,13,1+,L,2,New York,-0.834842643235004,-0.20000000000000018,0.28,-0.8571428571428572,-0.9083094555873925,-1.2065727234646269,-74.0,1,C0
0,441801,LIME KILN,2580,37.9,79.7,8E,80,74,0,0.02,11,14,3,49,20,23,15,2,L,3,Virginia,-0.5375235362682687,0.01538461538461533,0.48,-1.0,-0.9885386819484241,-0.829124788451755,-79.7,1,C0
0,45127,OPAL MOUNTAIN,3240,35.1,117.1,7T,101,14,12,0.0,23,98,84,747,5,5,3,4,E,90,California,-0.4191697301174572,0.6615384615384614,-0.72,-0.1428571428571429,-1.0,1.8130107566383489,-117.1,0,C0
0,99701,WAYCROSS,37,31.2,82.4,8D,86,81,5,0.0,13,11,1,52,16,20,16,1,L,1,Georgia,-0.9935443378463193,0.20000000000000018,0.6200000000000001,-0.6428571428571429,-1.0,-0.923486772204973,-82.4,1,C0
0,353343,HOYT,5445,42.9,121.4,7C,83,18,5,0.0,19,34,10,455,7,7,4,3+,M,41,Oregon,-0.023760423204518988,0.10769230769230775,-0.64,-0.6428571428571429,-1.0,-0.20004489676363496,-121.4,0,C0
0,85801,BRIGHTON,15,27.1,81.0,7D,91,59,2,0.0,28,28,5,633,16,19,11,2,L,6,Florida,-0.997489464718013,0.3538461538461539,0.17999999999999994,-0.8571428571428572,-1.0,-0.38876886427007096,-81.0,1,C0
0,240119,BIG CREEK BALDY RA,4300,48.6,115.5,7G,78,35,3,0.0,73,55,8,460,7,8,6,5,V,23,Montana,-0.2290863444813055,-0.04615384615384599,-0.29999999999999993,-0.7857142857142857,-1.0,0.460488989508891,-115.5,0,C0
0,42601,BEAVER,4651,38.4,120.3,7G,91,13,3,0.0,89,58,7,646,5,6,3,1,L,44,California,-0.16614363848291935,0.3538461538461539,-0.74,-0.7857142857142857,-1.0,0.554850973262109,-120.3,0,C0
0,86001,LOXAHATCHEE NWR,17,26.4,-80.4,8G,81,79,3,0.29,22,15,1,518,18,19,16,3,M,1,Florida,-0.9971308168205864,0.04615384615384599,0.5800000000000001,-0.7857142857142857,-0.833810888252149,-0.797670793867349,-80.4,1,C0
0,21205,EMPIRE,4650,31.7,110.6,7G,89,35,8,0.0,38,38,7,495,15,15,8,2,M,23,Arizona,-0.1663229624316327,0.29230769230769216,-0.29999999999999993,-0.4285714285714286,-1.0,-0.07422891842601098,-110.6,0,C0
0,90401,CHATSWROTH,748,34.7,84.7,8E,86,63,6,0.07,6,7,1,197,19,22,12,1,L,4,Georgia,-0.866045010311127,0.20000000000000018,0.26,-0.5714285714285714,-0.9598853868194842,-1.049302750542597,-84.7,1,C0
0,476002,BOSCOBEL,673,43.1,90.6,7Q,85,57,3,0.01,0,0,0,130,26,26,35,1,L,0,Wisconsin,-0.8794943064646283,0.16923076923076907,0.14000000000000012,-0.7857142857142857,-0.994269340974212,-1.2694807126334389,-90.6,2,C0
0,40102,GASQUET 2,369,41.8,123.9,7G,86,36,1,0.0,44,38,6,794,14,14,8,3,M,21,California,-0.934008786873487,0.20000000000000018,-0.28,-0.9285714285714286,-1.0,-0.07422891842601098,-123.9,0,C0
0,352553,BRUSH CREEK,2300,44.2,122.8,7G,80,39,2,0.0,53,43,6,629,11,12,8,5,H,19,Oregon,-0.5877342419080068,0.01538461538461533,-0.21999999999999997,-0.8571428571428572,-1.0,0.08304105449601902,-122.8,0,C0
0,210405,LITTLEFORK,1158,48.3,93.5,7L,71,71,6,0.09,0,1,1,224,17,17,14,1,L,1,Minnesota,-0.7925221913386533,-0.2615384615384615,0.41999999999999993,-0.5714285714285714,-0.9484240687679083,-1.238026718049033,-93.5,2,C0
0,261408,BUDDY ADAMS,4593,37.0,116.6,7G,98,12,8,0.0,95,79,13,690,5,5,3,3,H,60,Nevada,-0.1765444275082937,0.569230769230769,-0.76,-0.4285714285714286,-1.0,1.215384859534635,-116.6,0,C0
0,45401,BIG PINES,6964,34.3,117.6,7B,86,23,3,0.0,73,126,46,587,9,7,5,3,H,65,California,0.24863265489106068,0.20000000000000018,-0.54,-0.7857142857142857,-1.0,2.693722605001717,-117.6,0,C1
0,20120,TRUXTON CANYON,5304,35.7,113.7,7G,90,22,4,0.0,71,47,6,390,8,9,5,1,L,27,Arizona,-0.04904509997310136,0.3230769230769228,-0.56,-0.7142857142857143,-1.0,0.208857032833643,-113.7,0,C0
0,119701,BEAN RIDGE,700,37.2,89.3,7E,85,68,1,0.0,10,9,1,646,17,18,13,2,L,3,Illinois,-0.8746525598493678,0.16923076923076907,0.3600000000000001,-0.9285714285714286,-1.0,-0.9863947613737849,-89.3,1,C0
0,242911,GIRD,6950,46.1,113.9,7G,78,25,4,0.0,67,59,10,198,10,9,5,3,M,37,Montana,0.2461221196090737,-0.04615384615384599,-0.5,-0.7142857142857143,-1.0,0.586304967846515,-113.9,0,C0
0,223501,HOLMES,22,33.2,90.1,8C,81,90,5,2.06,0,0,0,459,21,20,21,1,L,0,Mississippi,-0.9962341970770197,0.04615384615384599,0.8,-0.6428571428571429,0.18051575931232078,-1.2694807126334389,-90.1,1,C0
0,54702,LUJAN,11154,38.2,106.5,7G,65,30,7,0.0,47,48,9,30,14,14,7,3,M,29,Colorado,1.0,-0.44615384615384635,-0.4,-0.5,-1.0,0.24031102741804902,-106.5,0,C0
0,290202,COYOTE,8651,36.0,106.6,7K,76,20,5,0.0,47,41,6,200,18,16,7,3-,M,35,New Mexico,0.5511521563704833,-0.10769230769230775,-0.6,-0.6428571428571429,-1.0,0.02013306532720702,-106.6,0,C0
0,40721,GRASSHOPPER,6158,40.7,120.7,7G,85,12,4,0.0,85,56,7,362,6,7,3,3,M,40,California,0.10409755222810002,0.16923076923076907,-0.76,-0.7142857142857143,-1.0,0.491942984093297,-120.7,0,C0
0,480708,GRAND TETON,6730,43.7,110.7,7G,76,23,6,0.0,64,56,9,221,9,10,5,4,H,34,Wyoming,0.20667085089213666,-0.10769230769230775,-0.54,-0.5714285714285714,-1.0,0.491942984093297,-110.7,0,C0
0,45201,FIGUEROA,3183,34.7,120.0,7B,89,27,3,0.0,70,101,30,574,7,6,5,4,V,49,California,-0.42939119519411817,0.29230769230769216,-0.45999999999999996,-0.7857142857142857,-1.0,1.907372740391567,-120.0,0,C1
0,42010,HAWKEYE,2024,38.7,122.8,7B,84,34,5,0.0,62,96,30,709,6,7,5,4,H,46,California,-0.6372276517528916,0.1384615384615384,-0.31999999999999995,-0.6428571428571429,-1.0,1.7501027674695369,-122.8,0,C1
0,407603,INDIAN GRAVE,2721,35.6,83.8,8G,81,70,3,0.68,14,13,2,93,19,23,13,2,L,3,Tennessee,-0.5122388594996862,0.04615384615384599,0.40000000000000013,-0.7857142857142857,-0.6103151862464183,-0.860578783036161,-83.8,1,C0
0,89943,LEVY,32,29.3,-82.7,7G,91,64,5,0.05,16,16,3,347,18,24,11,2,L,9,Florida,-0.9944409575898862,0.3538461538461539,0.28,-0.6428571428571429,-0.9713467048710602,-0.766216799282943,-82.7,1,C0
0,472003,MOUNTAIN,910,45.1,88.3,7E,81,45,4,0.0,16,17,3,327,15,17,9,2,L,12,Wisconsin,-0.8369945306195642,0.04615384615384599,-0.09999999999999998,-0.7142857142857143,-1.0,-0.7347628046985369,-88.3,2,C0
0,392607,WHITETAIL PEAK,6845,44.1,103.8,7G,49,77,10,0.42,29,37,8,26,17,16,14,3-,M,5,South Dakota,0.227293104994172,-0.9384615384615387,0.54,-0.2857142857142858,-0.7593123209169055,-0.10568291301041698,-103.8,0,C0
0,93601,MILLEDGEVILLE,254,33.0,83.2,8C,86,60,6,0.01,0,0,0,286,18,21,35,1,L,0,Georgia,-0.9546310409755223,0.20000000000000018,0.19999999999999996,-0.5714285714285714,-0.994269340974212,-1.2694807126334389,-83.2,1,C0
0,245409,BRENNER,6610,44.9,113.2,7T,75,27,6,0.0,17,47,23,208,8,7,5,4,H,31,Montana,0.18515197704653463,-0.1384615384615384,-0.45999999999999996,-0.5714285714285714,-1.0,0.208857032833643,-113.2,0,C0
0,480307,HYATT HIGH,5720,44.2,107.5,7T,68,59,9,0.01,3,18,16,104,11,8,10,1,L,9,Wyoming,0.02555366269165238,-0.3538461538461539,0.17999999999999994,-0.3571428571428572,-0.994269340974212,-0.7033088101141309,-107.5,0,C0
0,40221,ROUND MOUNTAIN,5258,41.4,121.4,7G,87,18,7,0.0,91,76,12,387,5,6,3,3,H,56,California,-0.05729400161391551,0.23076923076923084,-0.64,-0.5,-1.0,1.121022875781417,-121.4,0,C0
0,100902,CORRAL CREEK,2690,46.0,116.8,7C,90,16,10,0.0,21,73,48,538,6,6,4,5,E,80,Idaho,-0.5177979019098,0.3230769230769228,-0.6799999999999999,-0.2857142857142858,-1.0,1.026660892028199,-116.8,0,C0
0,42612,BEN BOLT,905,38.5,120.9,7A,98,14,5,0.0,3,33,57,652,7,7,4,3,M,38,California,-0.837891150363131,0.569230769230769,-0.72,-0.6428571428571429,-1.0,-0.23149889134804097,-120.9,0,C0
0,45729,RANCHITA,4415,33.2,116.4,7B,94,26,8,0.0,82,142,53,738,10,8,5,3,H,69,California,-0.20846409037927016,0.44615384615384635,-0.48,-0.4285714285714286,-1.0,3.1969865183522126,-116.4,0,C1
0,45412,SAUGUS,1450,34.4,118.5,7F,94,35,8,0.0,17,34,12,674,12,9,7,2,M,37,California,-0.7401595983143548,0.44615384615384635,-0.29999999999999993,-0.4285714285714286,-1.0,-0.20004489676363496,-118.5,0,C0
0,53005,KENOSHA PASS,10200,39.4,105.7,7G,62,34,4,0.05,44,43,7,214,14,13,8,3,M,21,Colorado,0.8289249529274634,-0.5384615384615385,-0.31999999999999995,-0.7142857142857143,-0.9713467048710602,0.08304105449601902,-105.7,0,C0
0,452039,OROVILLE,1360,48.9,119.4,7T,80,22,9,0.0,17,61,42,463,6,6,5,5,V,39,Washington,-0.7562987536985564,0.01538461538461533,-0.56,-0.3571428571428572,-1.0,0.649212957015327,-119.4,0,C0
0,244603,HEBGEN,6667,44.6,111.0,7G,75,28,3,0.0,59,37,4,320,9,11,6,4,M,20,Montana,0.19537344212319563,-0.1384615384615384,-0.43999999999999995,-0.7857142857142857,-1.0,-0.10568291301041698,-111.0,0,C0
0,45734,VALLEY CENTER,1483,33.2,117.0,7B,91,42,5,0.0,26,34,7,673,14,11,8,1,L,18,California,-0.7342419080068143,0.3538461538461539,-0.16000000000000003,-0.6428571428571429,-1.0,-0.20004489676363496,-117.0,0,C0
0,243704,HORSE THIEF,3480,46.4,108.6,7A,72,46,3,0.11,1,13,17,271,14,14,9,1,L,8,Montana,-0.376131982426253,-0.23076923076923084,-0.07999999999999996,-0.7857142857142857,-0.9369627507163324,-0.860578783036161,-108.6,0,C0
0,261710,WAMP SPRING,6027,36.5,115.0,7C,86,19,6,0.0,19,32,9,162,10,9,5,2,M,35,Nevada,0.08060611494665104,0.20000000000000018,-0.62,-0.5714285714285714,-1.0,-0.262952885932447,-115.0,0,C0
0,242907,WESTFK,4420,45.8,114.2,7G,87,15,4,0.0,65,76,17,399,11,10,4,4,V,65,Montana,-0.20756747063570335,0.23076923076923084,-0.7,-0.7142857142857143,-1.0,1.121022875781417,-114.2,0,C0
0,418802,WHEELER,2375,35.4,100.1,7G,84,46,9,0.67,26,30,6,447,20,18,9,2,M,22,Texas,-0.5742849457545055,0.1384615384615384,-0.07999999999999996,-0.3571428571428572,-0.6160458452722063,-0.325860875101259,-100.1,0,C0
0,319602,CROATAN,10,34.7,76.8,7G,85,70,11,0.0,17,22,5,281,16,23,12,2,L,8,North Carolina,-0.9983860844615798,0.16923076923076907,0.40000000000000013,-0.2142857142857143,-1.0,-0.577492831776507,-76.8,1,C0
0,53004,JONES HILL,9553,39.0,106.0,7G,65,26,11,0.02,54,61,13,138,11,12,6,3,M,35,Colorado,0.7129023581099256,-0.44615384615384635,-0.48,-0.2142857142857143,-0.9885386819484241,0.649212957015327,-106.0,0,C0
0,261404,PANCAKE,5200,38.3,116.1,7G,95,7,5,0.0,82,61,8,663,7,7,3,3,H,51,Nevada,-0.06769479063928985,0.476923076923077,-0.86,-0.6428571428571429,-1.0,0.649212957015327,-116.1,0,C0
0,241302,ST. REGIS,2645,47.3,115.1,7G,89,25,3,0.0,59,61,12,487,10,11,6,5,V,40,Montana,-0.5258674796019008,0.29230769230769216,-0.5,-0.7857142857142857,-1.0,0.649212957015327,-115.1,0,C0
0,52410,LITTLE DOLORES,6800,38.9,108.9,7T,78,20,7,0.0,19,55,30,516,8,6,4,3,M,41,Colorado,0.21922352730207129,-0.04615384615384599,-0.6,-0.5,-1.0,0.460488989508891,-108.9,0,C0
0,252402,BESSEY,2825,41.8,100.3,7L,71,64,0,0.0,0,3,2,139,14,17,11,,,3,Nebraska,-0.4935891688334977,-0.2615384615384615,0.28,-1.0,-1.0,-1.175118728880221,-100.3,0,C0
0,53006,LOST PARK,10656,39.3,105.5,7G,60,42,4,0.02,40,33,5,68,13,15,9,3,M,13,Colorado,0.9106966735407513,-0.6000000000000001,-0.16000000000000003,-0.7142857142857143,-0.9885386819484241,-0.23149889134804097,-105.5,0,C0
0,481903,ANDERSON RIDGE,8120,42.4,108.9,7G,67,39,5,0.0,74,47,5,231,7,7,7,3,M,14,Wyoming,0.455931139603694,-0.3846153846153846,-0.21999999999999997,-0.6428571428571429,-1.0,0.208857032833643,-108.9,0,C0
0,451409,KIDNEY,3000,48.9,121.9,7G,75,51,1,0.0,48,38,5,620,10,13,10,4,M,10,Washington,-0.46220747780866134,-0.1384615384615384,0.020000000000000018,-0.9285714285714286,-1.0,-0.07422891842601098,-121.9,0,C0
0,245203,BRADSHAW,3950,45.0,105.9,7C,66,54,6,0.24,8,18,6,274,15,12,11,3,M,11,Montana,-0.2918497265309782,-0.4153846153846157,0.08000000000000007,-0.5714285714285714,-0.8624641833810889,-0.7033088101141309,-105.9,0,C0
0,242403,SOUTH SAWMILL,3280,47.5,107.5,7C,67,38,7,0.0,15,31,11,449,7,8,7,3,M,24,Montana,-0.41199677216892316,-0.3846153846153846,-0.24,-0.5,-1.0,-0.294406880516853,-107.5,0,C0
0,102301,MOODY,7040,43.6,111.5,7T,75,28,2,0.0,14,26,7,269,7,7,6,3-,M,15,Idaho,0.26226127499327534,-0.1384615384615384,-0.43999999999999995,-0.8571428571428572,-1.0,-0.451676853438883,-111.5,0,C0
0,243302,GINGER,4370,46.3,111.5,7U,78,30,10,0.04,37,39,7,207,8,8,6,3,M,35,Montana,-0.21653366807137098,-0.04615384615384599,-0.4,-0.2857142857142858,-0.9770773638968482,-0.04277492384160498,-111.5,0,C0
0,240903,KING COULEE,2760,47.7,107.0,7C,68,29,6,0.0,15,30,10,503,7,8,6,4,H,28,Montana,-0.5052452254998655,-0.3538461538461539,-0.42000000000000004,-0.5714285714285714,-1.0,-0.325860875101259,-107.0,0,C0
0,290706,SANDIA LAKES,4978,35.2,106.5,7L,94,20,2,0.0,4,19,13,592,13,12,6,2,L,20,New Mexico,-0.10750470725365369,0.44615384615384635,-0.6,-0.8571428571428572,-1.0,-0.6718548155297249,-106.5,0,C0
0,452040,KRAMER,2720,48.2,119.5,7C,73,24,20,0.0,17,64,44,396,6,6,5,4,V,53,Washington,-0.5124181834483995,-0.20000000000000018,-0.52,0.4285714285714284,-1.0,0.743574940768545,-119.5,0,C0
0,89934,BRADFORD,99,29.9,-82.1,7G,89,63,4,0.01,14,14,2,146,19,24,11,2,L,8,Florida,-0.9824262530260917,0.29230769230769216,0.26,-0.7142857142857143,-0.994269340974212,-0.829124788451755,-82.1,1,C0
0,210507,KABNAM,1200,48.4,93.0,7G,75,65,0,0.3,33,18,2,222,15,16,12,2,L,5,Minnesota,-0.7849905854926925,-0.1384615384615384,0.30000000000000004,-1.0,-0.828080229226361,-0.7033088101141309,-93.0,2,C0
0,45452,MALIBU CANYON,610,34.0,118.7,7B,82,60,19,0.0,12,35,17,545,17,14,11,2,L,14,California,-0.8907917152335694,0.07692307692307665,0.19999999999999996,0.357142857142857,-1.0,-0.16859090217922898,-118.7,0,C0
0,292104,MAGDALENA,8600,33.8,107.5,7C,79,20,6,0.85,19,31,9,306,12,12,5,3,M,38,New Mexico,0.5420066349861024,-0.01538461538461533,-0.6,-0.5714285714285714,-0.512893982808023,-0.294406880516853,-107.5,0,C0
0,43405,CALAVERAS ROAD,1230,37.5,121.8,7A,84,28,10,0.0,2,40,118,543,10,10,6,3,M,36,California,-0.779610867031292,0.1384615384615384,-0.43999999999999995,-0.2857142857142858,-1.0,-0.01132092925719898,-121.8,0,C0
0,353213,SQUAW,4964,42.0,123.0,7G,79,26,6,0.0,77,70,12,483,7,8,4,5,V,46,Oregon,-0.11001524253564066,-0.01538461538461533,-0.48,-0.5714285714285714,-1.0,0.932298908274981,-123.0,0,C0
0,86301,HONEYMOON RAWS,14,26.1,81.0,8N,84,68,4,0.11,2,0,0,256,17,20,35,1,L,0,Florida,-0.9976687886667265,0.1384615384615384,0.3600000000000001,-0.7142857142857143,-0.9369627507163324,-1.2694807126334389,-81.0,1,C0
0,353047,DEVILS GRAVEYARD,1550,43.7,123.6,7G,78,47,8,0.0,40,45,9,776,14,14,9,,,19,Oregon,-0.7222272034430198,-0.04615384615384599,-0.05999999999999994,-0.4285714285714286,-1.0,0.14594904366483102,-123.6,0,C0
0,45113,DEVORE,1605,34.1,117.3,7B,93,34,7,0.0,31,43,11,651,11,9,7,2,M,23,California,-0.7123643862637855,0.41538461538461524,-0.31999999999999995,-0.5,-1.0,0.08304105449601902,-117.3,0,C0
0,312040,WILKES COUNTY AP,1301,36.2,-81.0,7G,82,66,4,0.32,19,22,4,238,19,22,12,,,10,North Carolina,-0.7668788666726442,0.07692307692307665,0.32000000000000006,-0.7142857142857143,-0.8166189111747851,-0.577492831776507,-81.0,1,C0
0,102004,3 MILE,6625,44.3,112.1,7T,76,23,4,0.0,17,41,17,355,7,8,5,3-,M,26,Idaho,0.18784183627723494,-0.10769230769230775,-0.54,-0.7142857142857143,-1.0,0.02013306532720702,-112.1,0,C0
0,51608,HANGMAN,7834,39.9,106.9,7G,66,36,14,0.0,60,74,18,456,11,10,7,3,M,32,Colorado,0.4046444902716757,-0.4153846153846157,-0.28,0.0,-1.0,1.0581148866126049,-106.9,0,C0
0,353048,NORTH BANK,1913,43.3,123.1,7A,81,34,11,0.0,2,35,94,523,10,11,6,1,L,31,Oregon,-0.6571326100600735,0.04615384615384599,-0.31999999999999995,-0.2142857142857143,-1.0,-0.16859090217922898,-123.1,0,C0
0,317140,MOORE COUNTY AIRPO,461,35.2,-79.3,7G,83,74,6,0.08,20,26,5,355,18,21,13,2,L,7,North Carolina,-0.9175109835918587,0.10769230769230775,0.48,-0.5714285714285714,-0.9541547277936963,-0.451676853438883,-79.3,1,C0
0,45216,SANTA CRUZ ISLAND,292,33.9,119.7,7A,83,56,3,0.0,1,12,21,489,16,14,11,,,7,California,-0.947816730924415,0.10769230769230775,0.1200000000000001,-0.7857142857142857,-1.0,-0.892032777620567,-119.7,0,C0
0,240107,LIBBY RANGER STATI,2070,48.4,115.5,7G,84,28,1,0.0,66,49,7,519,9,9,6,5,V,24,Montana,-0.6289787501120774,0.1384615384615384,-0.43999999999999995,-0.9285714285714286,-1.0,0.271765022002455,-115.5,0,C0
0,352813,BALD2,3630,42.4,124.0,7G,71,47,5,0.0,53,49,8,634,11,11,9,4,M,17,Oregon,-0.34923339011925036,-0.2615384615384615,-0.05999999999999994,-0.6428571428571429,-1.0,0.271765022002455,-124.0,0,C0
0,316341,SPINDALE TOWER,1078,35.3,-81.9,7G,82,67,4,1.5,0,0,0,18,19,24,35,,,0,North Carolina,-0.8068681072357213,0.07692307692307665,0.3400000000000001,-0.7142857142857143,-0.1404011461318052,-1.2694807126334389,-81.9,1,C0
0,241901,BENCHMARK,5350,47.4,112.8,7G,69,34,10,0.02,49,53,11,347,11,13,8,4,H,23,Montana,-0.040796198332287315,-0.32307692307692326,-0.31999999999999995,-0.2857142857142858,-0.9885386819484241,0.397581000340079,-112.8,0,C0
0,403602,NOLICHUCKY,2400,36.1,82.4,8E,77,95,0,0.14,2,6,2,77,21,25,23,1,L,0,Tennessee,-0.5698018470366717,-0.0769230769230771,0.9000000000000001,-1.0,-0.9197707736389684,-1.080756745127003,-82.4,1,C0
0,318741,WILLIAMSDALE FLD L,56,34.7,-78.1,7G,87,61,9,0.0,27,34,7,401,15,20,10,4,M,15,North Carolina,-0.9901371828207657,0.23076923076923084,0.21999999999999997,-0.3571428571428572,-1.0,-0.20004489676363496,-78.1,1,C0
0,319541,ALBERT ELLIS AIRPO,94,34.8,-77.6,7G,89,63,8,0.0,18,29,8,156,17,23,11,,,13,North Carolina,-0.9833228727696584,0.29230769230769216,0.26,-0.4285714285714286,-1.0,-0.35731486968566495,-77.6,1,C0
0,319507,HOFMANN FOREST,42,34.8,77.3,7G,88,63,2,0.13,15,12,1,225,17,24,11,3,M,5,North Carolina,-0.9926477181027527,0.2615384615384615,0.26,-0.8571428571428572,-0.9255014326647565,-0.892032777620567,-77.3,1,C0
0,452304,MILL CREEK,2928,46.2,120.8,7C,85,20,5,0.0,20,32,9,333,7,7,4,4,H,37,Washington,-0.47511880211602253,0.16923076923076907,-0.6,-0.6428571428571429,-1.0,-0.262952885932447,-120.8,0,C0
0,313902,CHEROKEE,3366,35.6,83.2,8G,69,91,4,0.05,1,2,1,95,20,28,21,1,L,0,North Carolina,-0.396574912579575,-0.32307692307692326,0.8200000000000001,-0.7142857142857143,-0.9713467048710602,-1.2065727234646269,-83.2,1,C0
0,463501,UPPER TRACT,1705,38.8,79.2,8E,77,72,7,0.0,4,5,1,60,20,24,15,1,L,2,West Virginia,-0.6944319913924504,-0.0769230769230771,0.43999999999999995,-0.5,-1.0,-1.112210739711409,-79.2,1,C0
