Elev,  Lat,  Long, Mdl,  Tmp,  RH , Wind,   PPT ,  ERC,   BI,   SC, KBDI,   HUN,  THOU,   TEN,  STL, ADJ,  I   
7121, 39.0, 120.1, 7G ,   78,   24,    7,    .00,   80,   66,   10,  389,     7,     7,     5,   3 ,  M , 36   
 599, 38.4, 122.7, 7G ,   93,   24,    8,    .00,   52,   56,   11,  658,    10,    14,     5,   3 ,  H , 49   
2024, 38.7, 122.8, 7B ,   97,   11,    7,    .00,   85,  124,   38,  679,     7,    10,     3,   4 ,  E , 81   
1890, 38.7, 123.3, 7G ,   96,   16,    2,    .00,   71,   48,    6,  656,     7,    10,     4,   3 ,  M , 37   
1934, 38.4, 122.2, 7B ,   95,   14,   22,    .00,   96,  236,  137,  729,     6,     8,     3,   5 ,  E , 97   
 354, 38.7, 122.1, 7B ,   99,   12,    7,    .00,  104,  165,   58,  739,     6,     8,     3,   5 ,  E ,100   
 810, 38.0, 122.7, 7A ,   81,   32,    6,    .00,    2,   26,   53,  618,    10,    13,     7,     ,    , 21   
1400, 37.9, 122.6, 7A ,   98,   13,   10,    .00,    3,   54,  157,  773,     8,    12,     4,   5 ,  V , 65   
1500, 38.0, 122.5, 7A ,   93,   17,    9,    .00,    3,   46,  120,  699,     7,    12,     4,   5 ,  V , 50   
2339, 37.9, 122.5, 7A ,   92,   11,   11,    .00,    4,   68,  247,  644,     6,     8,     3,     ,    , 83   
 482, 38.1, 122.5, 7A ,  102,   14,    5,    .00,    3,   34,   57,  698,     9,    12,     4,   5 ,  V , 39   
4651, 38.4, 120.3, 7G ,   89,   23,    3,    .00,   84,   52,    6,  719,     6,     7,     5,   3 ,  M , 30   
4613, 38.9, 120.7, 7G ,   93,   18,    2,    .00,   86,   51,    6,  590,     6,     6,     4,   3 ,  M , 33   
5240, 39.0, 120.4, 7G ,   85,   20,    5,    .00,   83,   61,    8,  790,     6,     7,     4,   3 ,  M , 37   
1249, 38.8, 121.0, 7J ,   99,   12,    5,    .00,  248,  147,   19,  654,     6,     8,     3,   4 ,  V , 60   
5240, 38.7, 120.2, 7G ,   88,   17,    3,    .00,   75,   52,    6,  669,     7,     8,     4,   3 ,  M , 36   
 905, 38.5, 120.9, 7A ,  100,   11,   11,    .00,    3,   59,  186,  640,     6,     8,     3,   5 ,  E , 70   
5653, 38.7, 120.3, 7G ,   87,   19,    3,    .00,   77,   52,    6,  649,     7,     8,     4,   3 ,  M , 33   
4010, 38.6, 120.5, 7G ,   92,   18,    3,    .00,   82,   54,    6,  724,     6,     7,     4,   3 ,  M , 35   
6336, 38.8, 120.0, 7G ,   81,   27,    6,    .00,   49,   44,    7,  462,    13,    13,     7,   3 ,  M , 25   
2967, 38.3, 120.6, 7J ,   96,   14,    3,    .00,  260,  161,   22,  708,     5,     6,     3,   5 ,  V , 61   
 660, 38.3, 120.9, 7A ,  102,   11,   11,    .00,    4,   61,  193,  634,     6,     7,     3,   5 ,  E , 76   
5501, 38.6, 119.7, 7G ,   88,   16,    6,    .00,   82,   62,    9,  472,     7,     7,     4,   3 ,  M , 43   
1600, 37.9, 121.8, 7F ,   94,   12,   16,    .00,   48,  139,   86,  638,     6,     8,     3,   5 ,  E , 89   
1760, 37.8, 122.0, 7F ,   99,    8,    6,    .00,   45,   74,   24,  592,     6,    10,     2,   5 ,  E , 98   
1450, 37.9, 122.1, 7F ,   98,   11,    8,    .00,   35,   49,   12,  615,     6,    11,     3,   4 ,  V , 71   
1948, 37.8, 121.7, 7C ,   99,   11,    7,    .00,   23,   46,   16,  594,     5,     7,     3,   4 ,  V , 67   
1100, 37.7, 121.7, 7A ,  102,   11,   17,    .00,    3,   60,  194,  509,     7,    10,     3,   5 ,  E , 72   
 399, 38.2, 120.8, 7B ,  103,   11,    6,    .00,   96,  137,   42,  651,     7,     8,     3,   4 ,  V , 77   
6064, 38.3, 120.2, 7G ,   80,   22,   13,    .00,   82,   90,   20,  527,     6,     7,     5,   4 ,  V , 53   
2803, 38.2, 120.4, 7B ,   99,   13,    6,    .00,   96,  149,   50,  743,     6,     6,     3,   5 ,  E , 84   
6043, 38.3, 120.3, 7G ,   82,   22,    6,    .00,   82,   71,   12,  563,     6,     7,     5,   3 ,  M , 41   
 804, 37.3, 122.2, 7G ,   90,   29,    1,    .00,   44,   31,    4,  664,    11,    15,     6,   4 ,  H , 20   
1075, 37.5, 122.4, 7B ,   74,   42,   16,    .00,   27,   46,   14,  411,     8,    15,     8,   4 ,  M , 19   
 644, 36.4, 122.2, 7G ,   94,   18,    9,    .00,   58,   63,   13,  690,     8,    13,     4,   5 ,  V , 51   
1403, 37.8, 122.2, 7F ,   95,   13,    5,    .00,   32,   33,    6,  413,     7,    14,     3,   4 ,  H , 43   
1095, 37.7, 122.1, 7F ,   93,   22,    8,    .00,   26,   34,    8,  406,     8,    14,     5,   5 ,  V , 40   
3060, 37.5, 121.7, 7F ,   91,   13,    8,    .00,   51,  107,   47,  391,     5,     7,     3,   4 ,  E , 86   
1230, 37.5, 121.8, 7A ,    0,   13,   15,    .00,    3,   46,  139,  564,     7,    11,     5,   3 ,  M , 33   
1436, 37.6, 121.6, 7A ,  100,   12,   14,    .00,    4,   61,  199,  626,     5,     8,     3,   4 ,  V , 75   
1861, 37.3, 121.2, 7B ,   94,   12,    8,    .00,   95,  152,   53,  590,     5,     6,     3,   3 ,  H , 80   
4942, 38.0, 120.2, 7G ,   81,   26,   11,    .00,   83,   86,   18,  608,     6,     6,     5,   3 ,  M , 41   
8038, 37.8, 119.6, 7G ,   82,   35,    2,    .00,   66,   42,    5,  382,     8,     9,     7,   4 ,  M , 19   
1108, 37.8, 120.5, 7A ,   99,   11,    7,    .00,    3,   42,   91,  632,     6,     7,     3,   4 ,  V , 49   
5706, 38.1, 120.0, 7G ,   82,   32,    5,    .00,   72,   52,    7,  632,     7,     8,     6,   3 ,  M , 22   
6650, 38.2, 119.2, 7G ,   90,   12,   13,    .00,   76,   93,   23,  643,    10,     7,     4,   3 ,  V , 81   
5440, 38.5, 119.4, 7G ,   94,   15,    9,    .00,   87,   79,   14,  604,     7,     6,     4,   3 ,  H , 57   
5450, 37.8, 118.4, 7T ,   88,   18,   20,    .00,   20,  117,  141,  680,     5,     4,     4,   5 ,  E , 69   
7570, 37.7, 118.9, 7C ,   84,   16,    5,    .00,   20,   35,   10,  347,     8,     8,     4,   3 ,  M , 43   
7103, 37.5, 118.6, 7C ,   83,   19,    3,    .03,   19,   28,    7,  400,     9,     8,     5,   3 ,  M , 31   
7981, 37.8, 118.7, 7C ,   82,   13,    6,    .00,   20,   36,   11,  353,     6,     5,     4,   3 ,  M , 45   
7032, 38.0, 119.1, 7C ,   89,   14,    8,    .00,   21,   44,   17,  502,     9,     7,     4,   4 ,  V , 60   
 327, 36.9, 121.8, 7G ,   92,   37,    2,    .00,   47,   34,    4,  595,    12,    14,     7,   3 ,  M , 18   
2598, 37.1, 122.1, 7G ,   92,   15,    3,    .00,   79,   63,    9,  732,     6,     8,     4,   5 ,  V , 43   
 539, 37.3, 122.1, 7B ,   99,   23,    4,    .00,   41,   36,    5,  652,     9,    13,     5,   3 ,  M , 22   
1842, 37.2, 121.9, 7B ,   92,   20,    6,    .00,   63,   93,   27,  516,     6,    10,     4,   3 ,  H , 50   
2066, 37.4, 121.7, 7C ,   92,   16,    7,    .00,   21,   43,   15,  480,     5,     8,     4,   3 ,  H , 55   
 675, 37.3, 121.8, 7A ,   94,   25,    6,    .00,    2,   29,   56,  561,     8,    11,     5,   3 ,  M , 26   
2331, 37.1, 121.5, 7C ,   88,   17,    7,    .00,   20,   43,   17,  432,     6,     9,     4,   4 ,  V , 51   
 323, 37.0, 121.0, 7A ,   96,   16,    4,    .00,    3,   25,   33,  636,     6,     7,     4,   2 ,  M , 25   
  65, 37.1, 120.7, 7A ,   88,   32,    5,    .00,    2,   21,   35,  636,     9,    10,     7,   3 ,  M , 16   
6634, 37.7, 119.8, 7G ,   81,   41,    7,    .00,   77,   60,    9,  430,     6,     7,     7,   5 ,  V , 22   
3762, 37.5, 119.8, 7B ,   93,   27,    5,    .00,   63,  107,   37,  742,     6,     7,     5,   3 ,  H , 50   
2231, 37.5, 119.9, 7B ,   97,   14,    8,    .00,   90,  147,   52,  684,     6,     6,     4,   4 ,  V , 77   
4309, 37.5, 119.6, 7B ,   93,   33,    4,    .00,   47,   70,   20,  715,     8,     8,     6,   3 ,  M , 32   
4267, 37.4, 119.7, 7B ,   89,   34,    7,    .00,   37,   77,   31,  605,     6,     6,     6,   2 ,  M , 33   
2073, 37.6, 119.7, 7B ,  104,   19,    3,    .00,   85,  115,   32,  757,     5,     6,     4,   3 ,  H , 60   
1234, 37.3, 120.0, 7A ,   99,   14,   14,    .00,    3,   53,  163,  604,     5,     6,     3,   5 ,  V , 60   
3871, 37.8, 120.1, 7G ,   87,   20,   10,    .00,   87,   88,   18,  597,     5,     6,     4,   3 ,  H , 50   
3935, 35.7, 118.4, 7B ,   97,   25,   13,    .00,   70,  174,   96,  556,     5,     5,     5,   3 ,  H , 67   
5313, 37.4, 119.3, 7C ,   96,   24,    5,    .00,   19,   33,   10,  684,     6,     6,     5,   3 ,  M , 38   
2721, 37.2, 119.5, 7B ,  102,   27,    4,    .00,   65,   93,   26,  760,     6,     7,     5,   3 ,  M , 45   
3176, 37.3, 119.6, 7B ,   98,   29,    3,    .00,   61,   92,   28,  715,     5,     6,     5,   3 ,  M , 43   
3118, 37.4, 119.7, 7B ,   98,   25,    2,    .00,   71,   81,   18,  707,     5,     5,     5,   3 ,  M , 38   
 879, 36.2, 121.4, 7B ,   96,   17,    3,    .00,   58,   88,   26,  672,     7,    10,     4,   3 ,  H , 50   
 354, 36.2, 121.7, 7B ,   92,   23,    2,    .00,   40,   41,    7,  645,     8,    13,     5,   4 ,  H , 22   
 537, 35.8, 120.8, 7A ,   90,   20,    7,    .00,    3,   34,   74,   89,     5,    11,     4,   3 ,  M , 33   
1525, 35.8, 120.4, 7A ,  103,   10,    5,    .00,    4,   37,   63,  644,     6,     7,     3,   4 ,  H , 45   
1116, 36.0, 121.2, 7B ,   98,   12,    3,    .00,   90,  118,   32,  659,     6,     8,     3,   3 ,  H , 64   
1885, 36.3, 121.5, 7B ,   91,   14,    8,    .00,   82,  143,   54,   67,     5,     9,     3,   3 ,  H , 75   
 404, 36.8, 121.3, 7A ,   94,   16,    2,    .00,    3,   22,   25,   72,     5,    11,     4,   3 ,  M , 22   
5036, 36.3, 120.6, 7F ,   82,   19,    4,    .00,   36,   61,   19,  426,     6,     7,     4,   3 ,  H , 57   
3733, 36.3, 120.8, 7B ,   86,   14,    8,    .00,   91,  157,   60,   51,     4,     6,     3,   3 ,  H , 76   
1322, 36.4, 121.1, 7B ,   94,   12,    9,    .00,   82,  138,   49,  630,     5,     9,     3,   4 ,  V , 77   
5240, 36.9, 119.1, 7K ,   93,   35,   11,    .00,   74,   69,   12,  641,     6,     7,     6,   3 ,  M , 37   
4110, 37.0, 119.3, 7B ,   93,   33,    5,    .00,   37,   48,   11,  682,     6,     6,     6,   2 ,  M , 24   
4066, 36.6, 119.0, 7B ,   94,   32,    5,    .00,   52,   90,   32,  648,     7,     7,     6,   3 ,  M , 41   
1487, 36.9, 119.3, 7B ,  102,   27,    7,    .00,   66,  138,   62,  720,     6,     6,     5,   3 ,  H , 66   
2055, 36.7, 120.7, 7A ,   90,   14,   15,    .00,    4,   60,  193,  576,     5,     6,     3,   5 ,  E , 76   
 916, 36.8, 119.4, 7A ,  102,   28,    6,    .00,    3,   31,   55,  582,     6,     6,     4,   3 ,  M , 34   
1228, 37.0, 119.5, 7B ,  101,   28,    6,    .00,   70,  108,   34,  683,     7,     7,     4,   4 ,  V , 61   
5737, 37.0, 119.1, 7G ,   89,   36,    4,    .00,   60,   64,   13,  585,     9,    11,     7,   3 ,  M , 32   
5632, 37.1, 119.2, 7G ,   90,   35,    3,    .00,   60,   44,    6,  506,    10,    11,     6,   3 ,  M , 28   
2728, 36.1, 120.4, 7B ,   94,   13,   13,    .00,  114,  215,   95,  463,     5,     5,     3,   5 ,  E , 99   
 810, 36.0, 120.0, 7A ,   99,   12,   26,    .00,    4,   59,  188,  613,     5,     6,     3,   5 ,  E , 73   
1730, 36.4, 118.8, 7B ,  104,   26,    8,    .00,   63,  163,   93,  730,     5,     6,     5,   3 ,  H , 62   
4684, 35.9, 118.5, 7H ,   94,   27,    5,    .00,   36,   26,    3,  594,     8,     9,     6,   3 ,  M , 39   
1923, 36.2, 118.8, 7A ,  100,   24,    8,    .00,    3,   37,   90,  715,     6,     6,     5,   4 ,  H , 38   
3768, 35.8, 118.6, 7B ,   96,   25,    5,    .00,   68,  130,   53,  620,     7,     7,     5,   3 ,  H , 64   
7540, 36.7, 118.9, 7G ,   81,   46,    4,    .00,   72,   88,   21,  486,     7,     8,     8,   3 ,  M , 30   
3091, 36.1, 118.7, 7B ,   99,   25,    5,    .00,   70,  133,   54,  655,     6,     6,     5,   3 ,  H , 66   
4720, 36.7, 118.6, 7U ,   86,   31,    2,    .13,   30,   45,   12,  501,    13,    10,     7,   3 ,  M , 42   
8114, 36.0, 118.2, 7H ,   83,   24,    4,    .11,   35,   25,    3,  333,    10,     8,     6,   3 ,  M , 37   
4340, 36.5, 118.9, 7B ,   93,   32,    6,    .00,   52,   95,   36,  663,     6,     6,     6,   3 ,  M , 44   
7385, 36.0, 118.5, 7H ,   85,   30,    3,    .00,   42,   25,    2,  495,     6,     6,     6,   3 ,  M , 27   
8600, 36.4, 118.4, 7H ,   75,   25,   10,    .37,   33,   41,    9,  416,    10,     9,     6,   3 ,  H , 58   
7950, 36.7, 118.6, 7H ,   73,   33,    3,    .00,   33,   34,    6,  390,     8,     9,     7,   3 ,  M , 36   
8228, 35.8, 118.0, 7T ,   82,   21,   11,    .00,   19,   75,   57,  405,     5,     5,     4,   3 ,  H , 57   
 794, 35.8, 118.9, 7T ,  102,   18,    6,    .00,   19,   50,   24,  760,     6,     7,     4,   4 ,  H , 41   
5240, 36.4, 118.7, 7B ,   98,   26,    3,    .00,   75,  161,   76,  565,     6,     7,     4,   3 ,  H , 74   
6450, 36.4, 118.8, 7B ,   84,   42,    4,    .00,   28,   53,   18,  381,     8,     8,     7,   2 ,  M , 23   
7030, 36.2, 118.6, 7G ,   81,   43,    5,    .00,   71,   51,    7,  494,     7,     8,     7,   3 ,  M , 18   
4650, 37.3, 118.5, 7T ,   97,   13,    4,    .01,   22,   51,   21,  721,     5,     4,     3,   3 ,  M , 39   
4900, 36.8, 118.2, 7T ,   94,   16,    4,    .00,   21,   56,   27,  581,     4,     3,     4,   3 ,  M , 40   
6880, 36.5, 117.4, 7A ,   93,   11,    7,    .00,    4,   43,   94,  282,     4,     4,     3,   3 ,  H , 51   
3770, 35.1, 120.0, 7B ,   94,   17,    9,    .00,   86,  177,   81,  520,     6,     6,     4,   3 ,  H , 80   
 967, 35.6, 120.9, 7G ,   98,   16,    0,    .00,   69,   42,    5,   98,     6,    11,     3,   4 ,  H , 35   
1633, 35.3, 120.1, 7L ,  100,   14,   10,    .00,    7,   65,  120,  613,     7,     8,     3,   5 ,  E , 78   
 310, 35.3, 120.6, 7G ,   99,   23,    4,    .00,   50,   38,    5,  565,    10,    14,     5,   4 ,  H , 29   
2490, 35.0, 119.7, 7A ,   97,   18,   10,    .00,    3,   47,  133,  450,     5,     6,     4,   3 ,  H , 53   
 228, 35.6, 121.1, 7G ,   67,   68,    2,    .00,   27,   18,    2,  305,    15,    18,    13,   1 ,  L ,  3   
2364, 35.5, 118.6, 7B ,   99,   23,    8,    .00,   74,  155,   71,  626,     6,     6,     4,   3 ,  H , 72   
7485, 35.4, 118.5, 7G ,   82,   33,    3,    .00,   80,   59,    8,  391,     7,     7,     6,   3 ,  M , 30   
4545, 35.2, 118.2, 7A ,   89,   29,   23,    .00,    2,   39,  117,  432,     6,     6,     5,   3 ,  M , 36   
5572, 35.6, 118.0, 7T ,   85,   28,    8,    .00,   15,   57,   40,  455,     5,     5,     6,   3 ,  M , 34   
3882, 35.6, 117.8, 7T ,  105,   13,    6,    .00,   22,   63,   35,  652,     3,     3,     3,   3 ,  H , 56   
3044, 35.7, 118.4, 7B ,   99,   24,   19,    .00,   74,  207,  133,  593,     5,     5,     4,   3 ,  H , 70   
6475, 35.4, 118.2, 7H ,   87,   29,    3,    .00,   42,   19,    1,  397,     6,     7,     5,   3 ,  M , 23   
3232, 35.3, 119.8, 7A ,   94,   13,   12,    .00,    3,   56,  174,  467,     6,     6,     3,     ,    , 66   
4390, 35.4, 117.6, 7G ,  104,   15,    5,    .00,  100,   73,   10,  797,     4,     4,     3,   5 ,  V , 59   
6360, 35.5, 118.1, 7A ,   89,   30,   13,    .00,    2,   39,  110,  794,     6,     6,     5,   2 ,  M , 39   
6900, 34.2, 116.8, 7C ,   61,   96,    4,    .33,    0,    0,    0,  594,    14,     8,    22,   1 ,  L ,  0   
6851, 34.3, 117.0, 7G ,   74,   35,    2,    .11,   68,   42,    4,  636,    12,     7,     8,   3 ,  M , 15   
5618, 34.1, 116.9, 7C ,   71,   79,    3,    .17,    4,   13,    6,  670,    10,     7,    15,   1 ,  L ,  3   
2792, 34.2, 117.4, 7F ,  106,   24,    3,    .00,   32,   46,   12,  753,     7,     8,     5,   3 ,  H , 51   
2950, 34.0, 117.0, 7B ,  100,   20,    2,    .01,   74,  121,   41,  625,     7,     8,     5,   3 ,  H , 60   
4923, 34.2, 117.2, 7B ,   95,   22,    7,    .00,   64,  103,   33,  644,     5,     5,     4,   3 ,  H , 54   
3246, 34.1, 116.4, 7T ,  106,   13,    5,    .00,   23,   58,   27,  703,     6,     4,     3,   3 ,  H , 50   
1605, 34.1, 117.3, 7B ,  107,   21,    8,    .00,   76,  131,   48,  631,     7,     8,     4,   3 ,  H , 72   
3514, 34.3, 117.5, 7B ,   97,   26,   10,    .00,   67,  133,   56,  546,     6,     7,     5,   3 ,  H , 65   
5046, 35.7, 115.9, 7T ,   96,   15,    8,    .02,   22,   76,   51,  588,     5,     3,     3,   5 ,  V , 61   
6455, 34.2, 117.1, 7C ,   78,   31,    6,    .10,   15,   32,   11,  466,     8,     7,     7,   5 ,  V , 27   
3183, 34.7, 120.0, 7B ,  100,   22,    4,    .00,   77,  115,   36,  556,     6,     7,     4,   4 ,  V , 58   
 982, 34.5, 119.7, 7B ,  110,   19,    5,    .00,   55,   88,   28,  693,     8,    11,     4,   4 ,  V , 58   
 292, 33.9, 119.7, 7A ,   96,   28,    3,    .00,    2,   21,   27,  463,    12,    14,     6,     ,    , 19   
1284, 33.9, 120.0, 7A ,   91,   39,    6,    .00,    2,   24,   50,  276,    11,    16,     7,   2 ,  L , 19   
1619, 34.4, 119.6, 7B ,   92,   40,    5,    .00,   29,   43,   11,  466,     8,    11,     7,   3 ,  M , 20   
1017, 34.7, 120.4, 7B ,   87,   32,    9,    .00,   32,   41,    9,  379,    11,    16,     7,   3 ,  M , 21   
 285, 34.4, 119.6, 7B ,   87,   50,    3,    .00,   18,   18,    3,  428,    15,    17,    10,   2 ,  L ,  7   
 753, 34.4, 119.7, 7B ,   94,   38,    7,    .00,   29,   35,    7,  523,    11,    14,     7,   3 ,  M , 17   
1465, 34.5, 120.0, 7B ,   93,   37,    5,    .00,   32,   46,   12,  589,     8,    10,     7,   3 ,  M , 22   
1491, 34.4, 119.7, 7B ,   92,   39,    4,    .00,   30,   42,   10,  595,     8,    10,     7,   3 ,  M , 20   
3200, 34.9, 120.1, 7B ,  100,   17,   10,    .00,   88,  185,   88,  495,     5,     6,     4,   4 ,  E , 83   
1402, 34.6, 120.0, 7B ,  105,   20,    9,    .00,   48,   64,   16,  576,     7,    11,     4,   4 ,  H , 42   
 878, 34.4, 120.2, 7B ,   91,   38,    9,    .00,   28,   45,   12,  530,    11,    14,     7,   3 ,  M , 22   
1770, 34.4, 119.5, 7B ,   96,   34,    5,    .00,   34,   48,   12,  509,     8,    10,     6,   3 ,  M , 25   
1170, 34.7, 120.3, 7B ,   92,   29,    7,    .00,   36,   41,    8,  412,    10,    15,     6,   3 ,  M , 22   
2535, 34.9, 119.8, 7B ,  103,   14,    8,    .00,   96,  153,   53,  617,     5,     6,     3,   5 ,  E , 86   
5280, 34.8, 119.0, 7B ,   94,   19,    5,    .00,   74,  119,   40,  471,     9,     8,     5,   3 ,  H , 63   
3690, 34.6, 119.3, 7B ,  104,   17,    4,    .00,   86,  124,   38,  625,     7,     7,     4,   4 ,  V , 68   
1124, 34.4, 118.7, 7B ,  104,   24,    7,    .00,   52,   97,   37,  667,     8,    10,     5,   4 ,  V , 57   
 639, 34.4, 119.3, 7B ,  101,   26,    9,    .00,   38,   55,   15,  613,    10,    12,     6,   4 ,  H , 34   
1707, 34.1, 118.7, 7B ,  104,   23,   11,    .00,   62,  128,   56,  640,     7,     9,     5,   3 ,  H , 73   
3331, 34.5, 119.1, 7B ,   99,   23,   10,    .00,   70,  143,   64,  584,     7,     8,     5,   4 ,  V , 72   
1625, 34.3, 118.8, 7B ,   99,   26,   11,    .00,   66,  145,   69,  524,     7,     9,     5,   5 ,  E , 67   
1037, 34.3, 119.1, 7B ,  103,   25,    8,    .00,   67,  112,   39,  542,     8,    11,     5,   4 ,  V , 58   
 837, 34.1, 119.0, 7B ,   88,   40,   13,    .00,   27,   52,   18,  348,    11,    15,     8,   3 ,  M , 25   
6964, 34.3, 117.6, 7B ,   57,   95,    1,    .84,    0,    0,    0,  548,     9,     6,    21,   1 ,  L ,  0   
3000, 34.2, 118.1, 7B ,   97,   29,    4,    .00,   61,  143,   72,  592,     5,     6,     5,   5 ,  V , 61   
1390, 34.2, 118.3, 7B ,  101,   31,    7,    .00,   37,   56,   16,  625,     8,    10,     6,   3 ,  M , 32   
1450, 34.4, 118.5, 7F ,  106,   23,   12,    .00,   37,  100,   56,  563,     6,     8,     4,   3 ,  H , 75   
2600, 34.2, 117.7, 7B ,   99,   25,    7,    .00,   70,  127,   49,  627,     6,     7,     5,   4 ,  V , 63   
3780, 34.4, 117.8, 7B ,   87,   34,    8,    .00,   51,  129,   69,  532,     6,     5,     6,   3 ,  M , 45   
4930, 34.5, 118.5, 7B ,  104,   18,    3,    .00,   87,  177,   81,  607,     5,     6,     4,   5 ,  E , 83   
1575, 34.0, 118.6, 7B ,   92,   38,    3,    .00,   30,   34,    6,  441,     8,    10,     7,   2 ,  L , 16   
5021, 34.3, 118.0, 7B ,   95,   19,    0,    .00,   89,  165,   68,  445,     5,     5,     4,   3 ,  V , 83   
5450, 34.3, 118.0, 7B ,   97,   15,    8,    .00,   98,  217,  112,  650,     5,     5,     3,   3 ,  V , 92   
 500, 34.1, 117.9, 7B ,  104,   28,    7,    .00,   37,   42,    9,  612,    10,    12,     6,   2 ,  M , 25   
2600, 34.4, 118.1, 7F ,  106,   16,    9,    .08,   36,   92,   47,  558,    10,     8,     4,   3 ,  V , 88   
2800, 34.1, 118.0, 7B ,   95,   37,    7,    .00,   36,   57,   17,  562,     7,     8,     6,   2 ,  M , 27   
2760, 34.7, 118.3, 7T ,  102,   18,   20,    .00,   20,  111,  129,  567,     5,     5,     4,   3 ,  V , 82   
4000, 34.3, 118.4, 7B ,   94,   31,   12,    .00,   55,  140,   77,  475,     6,     7,     5,   3 ,  H , 57   
1260, 34.1, 118.4, 7B ,  102,   29,    7,    .00,   35,   43,    9,  591,    11,    13,     6,   2 ,  M , 25   
1645, 34.1, 117.7, 7B ,  101,   30,    8,    .00,   46,   79,   27,  671,     8,     9,     6,   3 ,  M , 42   
2590, 34.6, 117.8, 7T ,  107,   14,    6,    .00,   21,   54,   26,  582,     7,     6,     3,   3 ,  H , 48   
